,text
5049,@hwkj01 @PushinWeight @dmankow69 @AstroPatriot Somebody who's that much of a moron and a pussy doesn't belong on the force.
5050,@i2ose is it full of niggers
5051,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones lmaoooo that hoe look like &#128058;
5052,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones naw he should drop that bitch off in south Dallas with the rest of the homeless dogs
5053,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones tell me this nigga ain't purple then a bitch nigga not black http://t.co/id4xcmv9zU
5054,@iAM_tRoyal5 @TeflonDon4200 @Bossman_Carl Mammy push you out and had a white baby like a bitch
5055,@iAM_tRoyal5 @treydayy_ @TeflonDon4200 @Bossman_Carl big bro thought he was on house party's pajama jam like a bitch http://t.co/djuvhsBy84
5056,@iAM_tRoyal5 like bitch and a gram
5057,@iAM_tRoyal5 lol I would've beat that hoe up
5058,@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird
5059,@iAyanna_ young thug ain't earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol
5060,@iBaneXx @Misflame @DeathcoreBabe I just don't wanna get looked at funny when I say nigger in public...
5061,@iDO_me2 @coldhearted9_ basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh)
5062,@iDoSexWell @MamiJuuki @Baddiies @AjukiWebster the nerve of these hoes
5063,@iGivePussyCPR baker planted an M-80 in that bitch. When white guy lights the wick... &#128163;
5064,@iGivePussyCPR monkey &amp; his cigarette. He's dead serious &#128514;
5065,@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... You're a faggot b
5066,@iH8TvvitterHoes @breezyfrmdablok tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot
5067,@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue
5068,@iKeithDJack your bitch in Houston
5069,@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol
5070,@iLLmak3Ufamous oh bitch! ... I just saw your instagram post and I SCREAMED
5071,"@iLikeGirlsDaily ""rate my hoe"" @MakeItKNasty"
5072,@iLoveQui that hoe suck
5073,@iMGorgeous_HOES I learned from the great Asia Torres &#128583; take notes bitch &#128514;&#128514;
5074,@iMGorgeous_HOES eew bitch get out of my carrrr
5075,"@iNURSELISA @MailOnline 
See dis what happens when a colored man move into @Rotten_Soil&#160;'s neighborhood. He ain't been sick fo 10 days"
5076,"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies"
5077,@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;
5078,@iTakeOverTLs home of that one hoe Katrina
5079,@iamJAYUNO shuddup hoe
5080,"@iamSHIRAQ ion have a FB, niggas on twitter ain't worried about me, &amp; them IG nigga foe EVERYBODY so try again &#128514; my BFFL got the hoes"
5081,@iamadamg_ fuckin bitches talkin shit bout to get hit.
5082,@iambillyshears shoulda came to my family's dinner tonight....we talked about shitting and negros.
5083,"@iamkrause 
I see da dayd presidents coz my bitches and hoes be makin money day way"
5084,@ianbmaggard @kade_melton im going to miss that big nig
5085,"@ianbmaggard lol @ all the kids that act ""redneck"" in Oviedo"
5086,@iank12 bitch
5087,@idclogan bad ass bitch!
5088,@iiAK lmaoo boy how you think Benny heard it lol i was blasting that bitch
5089,@iiAK yea ima spin on yo hoe at about 15 after 12
5090,@iiTweet_YuLurk &#128514;&#128514;&#128128;&#128128;&#128128;&#128128;bitch you outta line
5091,@ijrojo @cameron_ast @lanahudsonnn r u still talking smh bitch idgaf what u is stfu talking to u just going around circles
5092,@ileny13 @GiselleMaryy fuck up hoes meaning stfu hoes lol &#128517;
5093,@ileny13 @GiselleMaryy fuck up hoes!
5094,@illbreatheyouin happy birthday faggot.
5095,@illest_will @djdynamiq @edrobersonsf @sarahliz_sf TOP NOTCH bitches
5096,@ilove_2pac if you're concerned about how much your lady makes then that's some bitch shit to me and you need your ego stroked
5097,@ilovetmills faggot
5098,@im_jessicaaaaa ok hoe
5099,@im_sarcasticc &#128527;&#128527;&#128527; Yas bitch . Don't have too much fun
5100,@imgorejess by not being an unloyal retard
5101,@immSpeed whatchu gon do bout it bitch
5102,@imxnii_ I swear this is just disgraceful like a bitch line a really be dry all day I'll only get emails from pacsun ! &#128557;&#128299;
5103,"@infidelpamelaLC #Allah can KISS MY ASS!
And yes, MUHAMMED was a bitch! Just like OSAMA BINLADEN!"
5104,"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater."
5105,@insta_trixx @itsjustlindaa @_xojaclyn my name is ollie bitch
5106,@intheKCmix Pau pissed me off like Boozer pissed off Bulls fan... 2 soft faggots
5107,@intheKCmix Simmons acted like a bitch when Doc left for LA.. &#128514;&#128514;
5108,@intheKCmix it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..
5109,"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy"
5110,@irwinhype thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;
5111,@is_anyone_up @Huntermoore fuck my tight pussy until I'm dripping wet
5112,@isaabbellla haha you bitch &#128514; really tho it will be good to catch up yo ! It was pretty fun last time we chilled
5113,@isaabbellla yo nig your a cheeseball.
5114,@italian_montana OUUUUUFFFFF you will see pussy
5115,@its_selenaaaa karma a bitch bruhh
5116,@itsjaylaaa I don't fight bitchez. They bitch during it to much.
5117,@itsjaylaaa eat shit nigga bitch turd bag dick beetle
5118,@itsjaylaaa not a bitch that's for sure
5119,@itsjustmexo ur a cunt nd a wish a was a faggot
5120,@itskingdee @GorgeousCamry_ no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me
5121,@itssdaviddd retard alert
5122,@ittybittyber playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see &#128064;&#128064;&#128565;
5123,@itzbreak that spear chucker? Hell no.
5124,@ivanrabago_ @Buckm00se I blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
5125,@ivanrabago_ @MANIAC3X @Woody_AFC we should play together soon I've been playing with random faggots but it's fun
5126,@ivanrabago_ at least put a caption when stealing the pic fag lol
5127,@ivanrabago_ looks ghetto as fuck
5128,@izzayy_bitches &amp; 4th my guinea pig will haunt you
5129,@j_co69 he is a pussy an wouldn't show up bro
5130,@j_schlauds do it you pussy
5131,@jaaaaaade__ Shut up. And miss you too fag
5132,@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?
5133,@jacksparenohoe lemme cheer you up bitch
5134,@jacksparenohoe let's hang out nigger
5135,"@jacqueline_2015 I don't care if it's a ""saying"" calling someone a bitch is still calling someone a name."
5136,"@jacquibreed ok, I'll sink to your level... you're a special kind of bitch aren't you? @conserv_tribune"
5137,@jaezona 1. Knew he was gettin pussy later 2. He yakked 3. You look stoned as hell http://t.co/ZW8x7YRMi8
5138,@jaimescudi_ fucking bitch
5139,@jaimescudi_ lmao fucking bitch ima whoop you like a did yesterday but I'm trying to update the roster you down?
5140,"@jakeysinclair @KamenMyPants it's that puff pass it porn up on the tablet, run up to bitch with assless chaps swearing that I'm catholic"
5141,@jakiekoelewijn nigga who's bitch u fucking cracker get your gay ass out my mentions.
5142,@jalenwanna bad bitches only?
5143,@janisjayy all the real gangsters knoww nate aint never loved no hoe
5144,@jaredlikelndn monkey dong
5145,@jasmyncyniquee @ozzie_garza bitch you subtweeted him
5146,@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.
5147,@jaspen7 I'm dumb then a hoe haha I already lost that thing ya gave me today &#128557;
5148,@jaspen7 haha them hoes only go hard when a nigga stooooned lol
5149,@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade
5150,@jay_ibarra95 too bad bitch! You in this shit forever &#128123;&#128520;
5151,@jay_ibarra95 uhh no bitch I never overplayed itv
5152,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches."
5153,"@jaymohr37 Yeah....but your the one who wanted followers,you gotta work it bitch"
5154,@jayswaggkillah Is a fag
5155,@jayswaggkillah is a fag
5156,"@jazminesmazmine dykes aren't even human tbh, like what empowered them to dress like a man but like bitches?? Some alien shit"
5157,@jazminesmazmine if bitches Tryna step to us http://t.co/xKcH9wJUAg
5158,@jballinbutts420 sameeee bitch asss lol
5159,@jcharles25 @tkelce y'all tryna fuck my bitch after the game or nah?
5160,"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler"""
5161,@jdimenstein @JagexLyon yeah if you get in trouble its less than a .5 percent chance that its a mistake. so you're a fucking retard.
5162,@jeffjam @toddgunter @cgoodwoman They do. Why else do teachers constantly bitch about pay?
5163,@jehsee_ You got all the bitches though.
5164,"@jemelehill @8ironz85 she said, it's ok if u let ur man punch u in ur pussy as long as he makes u cum?"
5165,@jenlanaex3 he scared of pussy
5166,@jennaferjenbub nice profile pic fag
5167,@jennahnorberg I'm always a call away if ya need me nigs
5168,@jennahnorberg because its retarded. lol jk were the same
5169,@jennahnorberg ehh it was tough but yeah. Lol jk of course niglet
5170,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
5171,@jennydigi pussy put yo ass to sleep now I'm calling you nyquil
5172,@jeronimosolano don't be a pussy! Just talk to her more and be more of a friend so it doesn't seem as hard.
5173,"@jerryrscuba Bare ass me again, I cunt hear you"
5174,@jerseyzbest74 Aye hoe
5175,@jesjosie Eff dem hos.
5176,@jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow
5177,"@jimachterfeld @dan_bernstein The fuckin pussy makes fun of people all day on the radio, someone calls him a creep and he blocks them."
5178,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.
5179,"@jimachterfeld @mattabbatacola Like I said, pussies."
5180,@jkatz_ @kaylee_binion14 bitch. &#128534;
5181,@jkfldghi @Huntermoore long tittie no nipple havin ass bitch
5182,@jmac_au @Brocklesnitch at least that one dude had the guts to @ me. If you don't like my opinion qquit being a bitch and keep scrolling&#128076;
5183,@jmellor432 fag
5184,@jocsoriano ima call you of a different number cuz moms still on sum hoe shit
5185,@joeylattime @Mawson38 @ameriC00N joey r u a retard its about the defense and we only allow an avg of like 10 point so u really need to
5186,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
5187,"@joeylattime Ill fucking merk a bitch dude, dont fuck with me"
5188,@joeylattime ur welcome u bitch
5189,"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"
5190,@johnwells__ fuck it hoes will be hoes.
5191,@jokersupdates please no more like that SNOB elissa. rich bitches suck!
5192,@jon_wayne_miles you better of called that kid a pussy!
5193,@jonnnycashh #pussy
5194,@jonnytooswollen bitch
5195,"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot"
5196,@jordan536633 @heydenbunsyolo @bird_lovin shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
5197,@josh_helton Xbox live fags
5198,@josh_sclafani You're also a better little bitch
5199,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
5200,@joshkline1992 that's my nig nog
5201,@joshmtz1199 bitch I'm starving!
5202,@jqualley_ @_BeautifulKeezy bitch YESSSSS I make girls mad &#128514;&#128514;
5203,"@jrlikeswhisky @ZwithR @NickEhlers01 You couldn't handle Iowa pussy - here, kitty, kitty, kitty --- http://t.co/1aNMKM4O9Y"
5204,@jrsmith12 @jaynovel let these hoes be great
5205,@jshcalderon lmfaoooo I'm tryna see how many hoes I can lure in
5206,@jstewcoolcat fag lol
5207,"@jthomas309 @DestroTheNoble @nekolin &lt;&lt;&lt; Getting his ass pounded &amp; loving it! 
I'm done with this GAY whiney bitch. NEXT......"
5208,@jtrimbl3 For real. Lil bitch.
5209,"@juiccey_j i understand why, everyone loves pussy"
5210,@juicygenie can a quote this and tag a bitch
5211,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_
5212,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded
5213,@jusfinlbieber honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
5214,@just_joshin7 fag.
5215,@just_priss I understand but stop venting on this bitch you give to much insight in to your life &amp; these people don't deserve that
5216,@justezzzee @NoleyDunlap and why would I want my girl to stand up for me if im the man you are a bitch for letting her do that
5217,@justezzzee I swear you straight up bitch
5218,@justezzzee and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy
5219,@justezzzee bitch where u be fuck nigga
5220,@justezzzee bitch you look like one of the characters off of Sesame Street which yo ugly ass.
5221,@justezzzee nigga what bitch I'm talking bout boxing can u read?
5222,@justezzzee so wtf u tryna do bitch?
5223,@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!
5224,@justezzzee your mama raised you as bitch right
5225,@justezzzee your so fucking ignorant u talk a lot shit for someone who don't wanna fight your mama raised u as bitch huh?
5226,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..
5227,@justinbieber have fun getting deported you fucking faggot
5228,@justinbieber nice wigger stache
